"alias","logo","rating","time"
"Michelle","animation/logo_169_animation_48.svg","Okay","Timestamp(seconds=1617009302, nanoseconds=382000000)"
"Rebecca","animation/logo_3_animation_26.svg","Okay","Timestamp(seconds=1616967037, nanoseconds=555000000)"
"Sarah","animation/logo_78_animation_43.svg","Bad","Timestamp(seconds=1616953807, nanoseconds=524000000)"
"Sarah","animation/logo_103_animation_6.svg","Bad","Timestamp(seconds=1616954666, nanoseconds=112000000)"
"Kim","animation/logo_103_animation_49.svg","Very Bad","Timestamp(seconds=1616953022, nanoseconds=342000000)"
"Jonathan","animation/logo_177_animation_35.svg","Very Bad","Timestamp(seconds=1617117432, nanoseconds=274000000)"
"Tim","animation/logo_62_animation_34.svg","Bad","Timestamp(seconds=1616962851, nanoseconds=931000000)"
"Sarah","animation/logo_171_animation_19.svg","Bad","Timestamp(seconds=1617025457, nanoseconds=827000000)"
"Jakob","animation/logo_95_animation_38.svg","Bad","Timestamp(seconds=1616961865, nanoseconds=157000000)"
"Niklas","animation/logo_16_animation_48.svg","Good","Timestamp(seconds=1616958735, nanoseconds=769000000)"
"Tim","animation/logo_41_animation_24.svg","Bad","Timestamp(seconds=1616961188, nanoseconds=179000000)"
"Phillip","animation/logo_88_animation_43.svg","Bad","Timestamp(seconds=1616958935, nanoseconds=725000000)"
"Jonathan","animation/logo_17_animation_33.svg","Very Bad","Timestamp(seconds=1616962120, nanoseconds=430000000)"
"Tim","animation/logo_96_animation_13.svg","Okay","Timestamp(seconds=1616955320, nanoseconds=120000000)"
"Kim","animation/logo_118_animation_2.svg","Bad","Timestamp(seconds=1616957216, nanoseconds=960000000)"
"Vinoagrarius","animation/logo_30_animation_22.svg","Bad","Timestamp(seconds=1616997299, nanoseconds=931000000)"
"Jakob","animation/logo_72_animation_42.svg","Bad","Timestamp(seconds=1616951551, nanoseconds=795000000)"
"Rebecca","animation/logo_179_animation_48.svg","Okay","Timestamp(seconds=1617018681, nanoseconds=188000000)"
"Vinoagrarius","animation/logo_161_animation_1.svg","Okay","Timestamp(seconds=1617128364, nanoseconds=780000000)"
"Jonathan","animation/logo_6_animation_19.svg","Very Bad","Timestamp(seconds=1616961625, nanoseconds=282000000)"
"Jonathan","animation/logo_125_animation_34.svg","Good","Timestamp(seconds=1616956037, nanoseconds=923000000)"
"Tim","animation/logo_40_animation_24.svg","Very Bad","Timestamp(seconds=1616959647, nanoseconds=169000000)"
"Tim","animation/logo_17_animation_1.svg","Very Bad","Timestamp(seconds=1616957598, nanoseconds=587000000)"
"Rebecca","animation/logo_103_animation_19.svg","Bad","Timestamp(seconds=1616972746, nanoseconds=745000000)"
"Tim","animation/logo_13_animation_27.svg","Very Bad","Timestamp(seconds=1616966079, nanoseconds=175000000)"
"Kim","animation/logo_38_animation_10.svg","Bad","Timestamp(seconds=1616956318, nanoseconds=214000000)"
"Vinoagrarius","animation/logo_119_animation_21.svg","Okay","Timestamp(seconds=1616997381, nanoseconds=219000000)"
"Rebecca","animation/logo_170_animation_44.svg","Okay","Timestamp(seconds=1617027112, nanoseconds=929000000)"
"Sarah","animation/logo_131_animation_26.svg","Okay","Timestamp(seconds=1616962694, nanoseconds=572000000)"
"Tim","animation/logo_1_animation_20.svg","Very Bad","Timestamp(seconds=1617003090, nanoseconds=152000000)"
"Sarah","animation/logo_148_animation_15.svg","Okay","Timestamp(seconds=1617025127, nanoseconds=203000000)"
"Jakob","animation/logo_98_animation_2.svg","Very Bad","Timestamp(seconds=1616959519, nanoseconds=710000000)"
"Kim","animation/logo_80_animation_40.svg","Very Bad","Timestamp(seconds=1616956627, nanoseconds=993000000)"
"Kim","animation/logo_103_animation_20.svg","Bad","Timestamp(seconds=1616956869, nanoseconds=813000000)"
"Kim","animation/logo_129_animation_43.svg","Good","Timestamp(seconds=1616957945, nanoseconds=285000000)"
"Sarah","animation/logo_172_animation_40.svg","Good","Timestamp(seconds=1617024754, nanoseconds=547000000)"
"Kim","animation/logo_107_animation_34.svg","Good","Timestamp(seconds=1616956302, nanoseconds=443000000)"
"larissa","animation/logo_58_animation_44.svg","Okay","Timestamp(seconds=1617193630, nanoseconds=946000000)"
"Jakob","animation/logo_182_animation_26.svg","Okay","Timestamp(seconds=1617051191, nanoseconds=556000000)"
"Jakob","animation/logo_168_animation_30.svg","Very Bad","Timestamp(seconds=1617049555, nanoseconds=143000000)"
"Jonathan","animation/logo_6_animation_42.svg","Very Bad","Timestamp(seconds=1616965943, nanoseconds=285000000)"
"Tim","animation/logo_110_animation_32.svg","Very Bad","Timestamp(seconds=1617004740, nanoseconds=166000000)"
"Tim","animation/logo_133_animation_16.svg","Bad","Timestamp(seconds=1616955031, nanoseconds=455000000)"
"Jakob","animation/logo_94_animation_49.svg","Good","Timestamp(seconds=1616961041, nanoseconds=472000000)"
"Rebecca","animation/logo_186_animation_33.svg","Bad","Timestamp(seconds=1617014044, nanoseconds=701000000)"
"Tim","animation/logo_101_animation_12.svg","Very Bad","Timestamp(seconds=1617004673, nanoseconds=903000000)"
"Jakob","animation/logo_187_animation_5.svg","Okay","Timestamp(seconds=1617049909, nanoseconds=249000000)"
"Rebecca","animation/logo_164_animation_46.svg","Okay","Timestamp(seconds=1617015533, nanoseconds=379000000)"
"Jakob","animation/logo_62_animation_2.svg","Okay","Timestamp(seconds=1616951020, nanoseconds=889000000)"
"Jakob","animation/logo_107_animation_45.svg","Okay","Timestamp(seconds=1616951006, nanoseconds=294000000)"
"Sarah","animation/logo_52_animation_26.svg","Okay","Timestamp(seconds=1616958706, nanoseconds=227000000)"
"Tim","animation/logo_51_animation_13.svg","Very Bad","Timestamp(seconds=1617003959, nanoseconds=706000000)"
"Kim","animation/logo_55_animation_23.svg","Very Bad","Timestamp(seconds=1616955521, nanoseconds=911000000)"
"Jakob","animation/logo_74_animation_28.svg","Very Bad","Timestamp(seconds=1616963584, nanoseconds=813000000)"
"Jakob","animation/logo_53_animation_48.svg","Bad","Timestamp(seconds=1616927613, nanoseconds=935000000)"
"Niklas","animation/logo_56_animation_4.svg","Okay","Timestamp(seconds=1616959335, nanoseconds=445000000)"
"Jonathan","animation/logo_10_animation_4.svg","Very Bad","Timestamp(seconds=1616965538, nanoseconds=562000000)"
"Jakob","animation/logo_142_animation_3.svg","Good","Timestamp(seconds=1616927496, nanoseconds=587000000)"
"larissa","animation/logo_152_animation_45.svg","Very Bad","Timestamp(seconds=1617193766, nanoseconds=552000000)"
"Kim","animation/logo_98_animation_19.svg","Very Bad","Timestamp(seconds=1616954212, nanoseconds=126000000)"
"Jakob","animation/logo_68_animation_5.svg","Good","Timestamp(seconds=1616926679, nanoseconds=735000000)"
"Sarah","animation/logo_61_animation_14.svg","Bad","Timestamp(seconds=1616954172, nanoseconds=200000000)"
"Kim","animation/logo_131_animation_46.svg","Bad","Timestamp(seconds=1617007430, nanoseconds=559000000)"
"Sarah","animation/logo_86_animation_27.svg","Good","Timestamp(seconds=1616955093, nanoseconds=224000000)"
"Sarah","animation/logo_104_animation_30.svg","Good","Timestamp(seconds=1616953684, nanoseconds=729000000)"
"Jakob","animation/logo_182_animation_2.svg","Bad","Timestamp(seconds=1617051651, nanoseconds=206000000)"
"Rebecca","animation/logo_72_animation_12.svg","Okay","Timestamp(seconds=1617014868, nanoseconds=252000000)"
"Niklas","animation/logo_160_animation_26.svg","Bad","Timestamp(seconds=1617013622, nanoseconds=257000000)"
"Selina","animation/logo_187_animation_24.svg","Bad","Timestamp(seconds=1617128440, nanoseconds=711000000)"
"Selina","animation/logo_158_animation_30.svg","Very Bad","Timestamp(seconds=1617128488, nanoseconds=104000000)"
"Sarah","animation/logo_155_animation_10.svg","Very Bad","Timestamp(seconds=1617027067, nanoseconds=458000000)"
"Rebecca","animation/logo_165_animation_9.svg","Bad","Timestamp(seconds=1617014551, nanoseconds=831000000)"
"Tim","animation/logo_13_animation_39.svg","Very Bad","Timestamp(seconds=1616962118, nanoseconds=456000000)"
"Tim","animation/logo_0_animation_39.svg","Bad","Timestamp(seconds=1616956507, nanoseconds=829000000)"
"Tim","animation/logo_31_animation_3.svg","Very Bad","Timestamp(seconds=1616965622, nanoseconds=405000000)"
"Tim","animation/logo_113_animation_37.svg","Okay","Timestamp(seconds=1616952418, nanoseconds=545000000)"
"Jakob","animation/logo_50_animation_28.svg","Very Bad","Timestamp(seconds=1616951558, nanoseconds=441000000)"
"Sarah","animation/logo_41_animation_10.svg","Okay","Timestamp(seconds=1616954661, nanoseconds=136000000)"
"Niklas","animation/logo_19_animation_26.svg","Very Good","Timestamp(seconds=1616959475, nanoseconds=844000000)"
"Tim","animation/logo_11_animation_48.svg","Bad","Timestamp(seconds=1616954519, nanoseconds=699000000)"
"Tim","animation/logo_23_animation_2.svg","Very Bad","Timestamp(seconds=1617003375, nanoseconds=666000000)"
"Tim","animation/logo_141_animation_40.svg","Bad","Timestamp(seconds=1617000366, nanoseconds=929000000)"
"Jakob","animation/logo_83_animation_12.svg","Very Bad","Timestamp(seconds=1616961857, nanoseconds=263000000)"
"Jakob","animation/logo_109_animation_36.svg","Bad","Timestamp(seconds=1616965379, nanoseconds=858000000)"
"Kim","animation/logo_42_animation_27.svg","Okay","Timestamp(seconds=1616956207, nanoseconds=233000000)"
"Sarah","animation/logo_161_animation_41.svg","Bad","Timestamp(seconds=1617025356, nanoseconds=698000000)"
"Jakob","animation/logo_124_animation_42.svg","Very Bad","Timestamp(seconds=1617052352, nanoseconds=234000000)"
"Tim","animation/logo_95_animation_36.svg","Very Bad","Timestamp(seconds=1617004262, nanoseconds=535000000)"
"Tim","animation/logo_101_animation_38.svg","Good","Timestamp(seconds=1616956740, nanoseconds=831000000)"
"Tim","animation/logo_136_animation_38.svg","Very Bad","Timestamp(seconds=1617004726, nanoseconds=313000000)"
"Jakob","animation/logo_167_animation_32.svg","Very Bad","Timestamp(seconds=1617051692, nanoseconds=883000000)"
"Jakob","animation/logo_158_animation_2.svg","Very Bad","Timestamp(seconds=1617017431, nanoseconds=491000000)"
"Jakob","animation/logo_85_animation_12.svg","Okay","Timestamp(seconds=1616926712, nanoseconds=847000000)"
"Jakob","animation/logo_16_animation_0.svg","Very Bad","Timestamp(seconds=1616963384, nanoseconds=571000000)"
"Phillip","animation/logo_115_animation_28.svg","Bad","Timestamp(seconds=1616962059, nanoseconds=727000000)"
"Rebecca","animation/logo_170_animation_34.svg","Okay","Timestamp(seconds=1617015288, nanoseconds=736000000)"
"Tim","animation/logo_90_animation_15.svg","Very Bad","Timestamp(seconds=1616962857, nanoseconds=742000000)"
"Jakob","animation/logo_126_animation_0.svg","Okay","Timestamp(seconds=1616926199, nanoseconds=711000000)"
"Jakob","animation/logo_171_animation_35.svg","Okay","Timestamp(seconds=1617014948, nanoseconds=89000000)"
"Tim","animation/logo_76_animation_40.svg","Very Bad","Timestamp(seconds=1616961347, nanoseconds=40000000)"
"larissa","animation/logo_146_animation_36.svg","Bad","Timestamp(seconds=1617193708, nanoseconds=479000000)"
"Jakob","animation/logo_34_animation_48.svg","Okay","Timestamp(seconds=1617052248, nanoseconds=925000000)"
"Jakob","animation/logo_187_animation_42.svg","Okay","Timestamp(seconds=1617051171, nanoseconds=227000000)"
"Jakob","animation/logo_124_animation_45.svg","Bad","Timestamp(seconds=1616959655, nanoseconds=751000000)"
"Vinoagrarius","animation/logo_97_animation_41.svg","Good","Timestamp(seconds=1616997278, nanoseconds=419000000)"
"Sarah","animation/logo_162_animation_4.svg","Good","Timestamp(seconds=1617027074, nanoseconds=183000000)"
"Kim","animation/logo_36_animation_3.svg","Very Bad","Timestamp(seconds=1616954942, nanoseconds=268000000)"
"Rebecca","animation/logo_182_animation_40.svg","Bad","Timestamp(seconds=1617015092, nanoseconds=617000000)"
"Sabrina","animation/logo_27_animation_14.svg","Bad","Timestamp(seconds=1616929964, nanoseconds=691000000)"
"Niklas","animation/logo_0_animation_37.svg","Very Bad","Timestamp(seconds=1616960513, nanoseconds=682000000)"
"Sarah","animation/logo_169_animation_8.svg","Very Bad","Timestamp(seconds=1617024911, nanoseconds=753000000)"
"Kim","animation/logo_84_animation_14.svg","Very Bad","Timestamp(seconds=1616956647, nanoseconds=166000000)"
"Michelle","animation/logo_103_animation_5.svg","Very Bad","Timestamp(seconds=1617009141, nanoseconds=477000000)"
"Jakob","animation/logo_140_animation_33.svg","Good","Timestamp(seconds=1616961444, nanoseconds=51000000)"
"Phillip","animation/logo_64_animation_40.svg","Okay","Timestamp(seconds=1616963284, nanoseconds=463000000)"
"Jakob","animation/logo_138_animation_2.svg","Very Bad","Timestamp(seconds=1616949943, nanoseconds=846000000)"
"Tim","animation/logo_110_animation_42.svg","Bad","Timestamp(seconds=1617005783, nanoseconds=85000000)"
"Tim","animation/logo_110_animation_41.svg","Very Bad","Timestamp(seconds=1616966202, nanoseconds=549000000)"
"Jakob","animation/logo_176_animation_33.svg","Okay","Timestamp(seconds=1617049286, nanoseconds=382000000)"
"Tim","animation/logo_18_animation_32.svg","Very Bad","Timestamp(seconds=1616957767, nanoseconds=701000000)"
"Kim","animation/logo_139_animation_40.svg","Very Bad","Timestamp(seconds=1616955805, nanoseconds=37000000)"
"Tim","animation/logo_9_animation_12.svg","Very Bad","Timestamp(seconds=1617004310, nanoseconds=151000000)"
"Jakob","animation/logo_27_animation_31.svg","Bad","Timestamp(seconds=1616951695, nanoseconds=259000000)"
"Kim","animation/logo_49_animation_14.svg","Very Bad","Timestamp(seconds=1616954310, nanoseconds=121000000)"
"Jakob","animation/logo_143_animation_1.svg","Okay","Timestamp(seconds=1616950715, nanoseconds=144000000)"
"Sarah","animation/logo_181_animation_21.svg","Good","Timestamp(seconds=1617024977, nanoseconds=415000000)"
"Rebecca","animation/logo_91_animation_10.svg","Bad","Timestamp(seconds=1616972386, nanoseconds=634000000)"
"Tim","animation/logo_121_animation_19.svg","Bad","Timestamp(seconds=1617003533, nanoseconds=28000000)"
"Jonathan","animation/logo_96_animation_6.svg","Very Bad","Timestamp(seconds=1616962469, nanoseconds=927000000)"
"Kim","animation/logo_67_animation_28.svg","Bad","Timestamp(seconds=1616957853, nanoseconds=998000000)"
"Kim","animation/logo_143_animation_19.svg","Okay","Timestamp(seconds=1616952987, nanoseconds=856000000)"
"Jakob","animation/logo_133_animation_39.svg","Bad","Timestamp(seconds=1616961898, nanoseconds=837000000)"
"Tim","animation/logo_91_animation_14.svg","Bad","Timestamp(seconds=1616953153, nanoseconds=584000000)"
"Sarah","animation/logo_47_animation_12.svg","Okay","Timestamp(seconds=1616954543, nanoseconds=488000000)"
"Niklas","animation/logo_84_animation_33.svg","Very Good","Timestamp(seconds=1616958518, nanoseconds=220000000)"
"Niklas","animation/logo_0_animation_44.svg","Good","Timestamp(seconds=1616958424, nanoseconds=490000000)"
"Niklas","animation/logo_101_animation_46.svg","Very Good","Timestamp(seconds=1616926178, nanoseconds=975000000)"
"Jonathan","animation/logo_133_animation_34.svg","Very Bad","Timestamp(seconds=1616965750, nanoseconds=362000000)"
"Kim","animation/logo_1_animation_43.svg","Very Bad","Timestamp(seconds=1616954554, nanoseconds=455000000)"
"Rebecca","animation/logo_177_animation_8.svg","Very Bad","Timestamp(seconds=1617018551, nanoseconds=918000000)"
"Jakob","animation/logo_30_animation_17.svg","Bad","Timestamp(seconds=1617049951, nanoseconds=156000000)"
"Jonathan","animation/logo_15_animation_13.svg","Good","Timestamp(seconds=1616960918, nanoseconds=780000000)"
"Jakob","animation/logo_76_animation_14.svg","Very Bad","Timestamp(seconds=1616926774, nanoseconds=934000000)"
"Kim","animation/logo_5_animation_27.svg","Very Bad","Timestamp(seconds=1616956424, nanoseconds=52000000)"
"Niklas","animation/logo_4_animation_40.svg","Very Bad","Timestamp(seconds=1616959250, nanoseconds=607000000)"
"Jakob","animation/logo_93_animation_4.svg","Okay","Timestamp(seconds=1617012320, nanoseconds=712000000)"
"Jakob","animation/logo_31_animation_46.svg","Bad","Timestamp(seconds=1616927106, nanoseconds=165000000)"
"Jakob","animation/logo_52_animation_44.svg","Very Bad","Timestamp(seconds=1616964966, nanoseconds=740000000)"
"Jonathan","animation/logo_115_animation_21.svg","Very Bad","Timestamp(seconds=1617016166, nanoseconds=674000000)"
"Sarah","animation/logo_156_animation_12.svg","Very Bad","Timestamp(seconds=1617025216, nanoseconds=232000000)"
"Jakob","animation/logo_110_animation_27.svg","Very Bad","Timestamp(seconds=1617014761, nanoseconds=366000000)"
"Kim","animation/logo_69_animation_10.svg","Okay","Timestamp(seconds=1617007305, nanoseconds=538000000)"
"Sarah","animation/logo_68_animation_18.svg","Okay","Timestamp(seconds=1616958749, nanoseconds=114000000)"
"Jakob","animation/logo_121_animation_44.svg","Very Bad","Timestamp(seconds=1616950533, nanoseconds=657000000)"
"Jonathan","animation/logo_155_animation_49.svg","Very Bad","Timestamp(seconds=1617016633, nanoseconds=730000000)"
"Kim","animation/logo_14_animation_28.svg","Okay","Timestamp(seconds=1616955407, nanoseconds=409000000)"
"Rebecca","animation/logo_143_animation_23.svg","Very Bad","Timestamp(seconds=1617014665, nanoseconds=620000000)"
"Tim","animation/logo_93_animation_38.svg","Good","Timestamp(seconds=1616963060, nanoseconds=159000000)"
"Sarah","animation/logo_77_animation_45.svg","Good","Timestamp(seconds=1616954758, nanoseconds=699000000)"
"Tim","animation/logo_90_animation_2.svg","Very Bad","Timestamp(seconds=1617003656, nanoseconds=936000000)"
"Kim","animation/logo_120_animation_34.svg","Good","Timestamp(seconds=1616953008, nanoseconds=389000000)"
"Rebecca","animation/logo_89_animation_41.svg","Good","Timestamp(seconds=1616972878, nanoseconds=247000000)"
"Tim","animation/logo_78_animation_28.svg","Very Bad","Timestamp(seconds=1617004241, nanoseconds=586000000)"
"Jakob","animation/logo_96_animation_47.svg","Okay","Timestamp(seconds=1617014626, nanoseconds=478000000)"
"Tim","animation/logo_98_animation_45.svg","Bad","Timestamp(seconds=1616955635, nanoseconds=460000000)"
"Kim","animation/logo_43_animation_6.svg","Very Bad","Timestamp(seconds=1617007517, nanoseconds=967000000)"
"Sarah","animation/logo_33_animation_2.svg","Okay","Timestamp(seconds=1616953588, nanoseconds=639000000)"
"Sarah","animation/logo_165_animation_45.svg","Good","Timestamp(seconds=1617025711, nanoseconds=68000000)"
"Rebecca","animation/logo_162_animation_48.svg","Bad","Timestamp(seconds=1617014303, nanoseconds=188000000)"
"Jakob","animation/logo_149_animation_35.svg","Okay","Timestamp(seconds=1617049634, nanoseconds=850000000)"
"Jakob","animation/logo_27_animation_7.svg","Okay","Timestamp(seconds=1616926768, nanoseconds=995000000)"
"Tim","animation/logo_40_animation_18.svg","Bad","Timestamp(seconds=1616965997, nanoseconds=985000000)"
"Jakob","animation/logo_98_animation_12.svg","Okay","Timestamp(seconds=1616927509, nanoseconds=698000000)"
"Kim","animation/logo_107_animation_9.svg","Very Bad","Timestamp(seconds=1616958150, nanoseconds=588000000)"
"Tim","animation/logo_11_animation_38.svg","Very Bad","Timestamp(seconds=1617007724, nanoseconds=824000000)"
"Jakob","animation/logo_161_animation_31.svg","Very Bad","Timestamp(seconds=1617051319, nanoseconds=917000000)"
"Sarah","animation/logo_1_animation_44.svg","Very Bad","Timestamp(seconds=1616957225, nanoseconds=174000000)"
"Sarah","animation/logo_15_animation_33.svg","Very Bad","Timestamp(seconds=1616963374, nanoseconds=503000000)"
"Sarah","animation/logo_155_animation_22.svg","Very Bad","Timestamp(seconds=1617027012, nanoseconds=205000000)"
"Tim","animation/logo_116_animation_31.svg","Good","Timestamp(seconds=1616959651, nanoseconds=928000000)"
"Kim","animation/logo_93_animation_49.svg","Bad","Timestamp(seconds=1617007433, nanoseconds=303000000)"
"Jakob","animation/logo_163_animation_12.svg","Okay","Timestamp(seconds=1617049165, nanoseconds=8000000)"
"Jonathan","animation/logo_137_animation_38.svg","Very Bad","Timestamp(seconds=1616960958, nanoseconds=209000000)"
"Kim","animation/logo_84_animation_21.svg","Very Bad","Timestamp(seconds=1616957566, nanoseconds=426000000)"
"Tim","animation/logo_132_animation_6.svg","Bad","Timestamp(seconds=1616959278, nanoseconds=995000000)"
"Rebecca","animation/logo_93_animation_6.svg","Okay","Timestamp(seconds=1617027158, nanoseconds=708000000)"
"Jakob","animation/logo_100_animation_26.svg","Good","Timestamp(seconds=1616959613, nanoseconds=6000000)"
"Jakob","animation/logo_64_animation_18.svg","Okay","Timestamp(seconds=1616951362, nanoseconds=689000000)"
"Jakob","animation/logo_56_animation_10.svg","Okay","Timestamp(seconds=1616959663, nanoseconds=125000000)"
"Jakob","animation/logo_51_animation_25.svg","Okay","Timestamp(seconds=1616963264, nanoseconds=798000000)"
"Kim","animation/logo_94_animation_34.svg","Okay","Timestamp(seconds=1616955639, nanoseconds=756000000)"
"Kim","animation/logo_109_animation_32.svg","Okay","Timestamp(seconds=1616955731, nanoseconds=390000000)"
"Sarah","animation/logo_105_animation_24.svg","Bad","Timestamp(seconds=1616955244, nanoseconds=384000000)"
"Vinoagrarius","animation/logo_69_animation_24.svg","Okay","Timestamp(seconds=1616997421, nanoseconds=61000000)"
"Jakob","animation/logo_128_animation_24.svg","Bad","Timestamp(seconds=1616926548, nanoseconds=940000000)"
"Jakob","animation/logo_87_animation_29.svg","Okay","Timestamp(seconds=1616959409, nanoseconds=387000000)"
"Sarah","animation/logo_31_animation_7.svg","Good","Timestamp(seconds=1616954447, nanoseconds=61000000)"
"Jonathan","animation/logo_40_animation_1.svg","Very Bad","Timestamp(seconds=1616961953, nanoseconds=834000000)"
"Jakob","animation/logo_146_animation_39.svg","Okay","Timestamp(seconds=1617017438, nanoseconds=113000000)"
"Tim","animation/logo_132_animation_18.svg","Very Bad","Timestamp(seconds=1616963062, nanoseconds=669000000)"
"Jonathan","animation/logo_30_animation_28.svg","Very Bad","Timestamp(seconds=1616962586, nanoseconds=796000000)"
"","animation/logo_34_animation_30.svg","Very Bad","Timestamp(seconds=1617004631, nanoseconds=634000000)"
"Jakob","animation/logo_153_animation_13.svg","Okay","Timestamp(seconds=1617051490, nanoseconds=845000000)"
"Jakob","animation/logo_80_animation_19.svg","Very Bad","Timestamp(seconds=1616963317, nanoseconds=534000000)"
"Vinoagrarius","animation/logo_55_animation_10.svg","Good","Timestamp(seconds=1616997430, nanoseconds=255000000)"
"Phillip","animation/logo_29_animation_16.svg","Bad","Timestamp(seconds=1616963624, nanoseconds=916000000)"
"Sarah","animation/logo_154_animation_33.svg","Bad","Timestamp(seconds=1617025485, nanoseconds=95000000)"
"Niklas","animation/logo_33_animation_44.svg","Okay","Timestamp(seconds=1616958820, nanoseconds=323000000)"
"Jonathan","animation/logo_154_animation_15.svg","Bad","Timestamp(seconds=1617117420, nanoseconds=693000000)"
"Tim","animation/logo_90_animation_1.svg","Very Bad","Timestamp(seconds=1616963070, nanoseconds=76000000)"
"Jonathan","animation/logo_158_animation_1.svg","Very Bad","Timestamp(seconds=1617034740, nanoseconds=815000000)"
"Tim","animation/logo_70_animation_15.svg","Okay","Timestamp(seconds=1617003136, nanoseconds=392000000)"
"","animation/logo_164_animation_45.svg","Very Bad","Timestamp(seconds=1617026970, nanoseconds=499000000)"
"Sarah","animation/logo_137_animation_48.svg","Bad","Timestamp(seconds=1616953811, nanoseconds=541000000)"
"Jonathan","animation/logo_91_animation_6.svg","Bad","Timestamp(seconds=1616961763, nanoseconds=630000000)"
"Tim","animation/logo_2_animation_13.svg","Very Bad","Timestamp(seconds=1616962594, nanoseconds=519000000)"
"Kathi","animation/logo_186_animation_8.svg","Bad","Timestamp(seconds=1617128703, nanoseconds=933000000)"
"Niklas","animation/logo_89_animation_5.svg","Very Good","Timestamp(seconds=1616960397, nanoseconds=131000000)"
"Jonathan","animation/logo_171_animation_25.svg","Okay","Timestamp(seconds=1617016325, nanoseconds=494000000)"
"Rebecca","animation/logo_74_animation_24.svg","Good","Timestamp(seconds=1616971508, nanoseconds=70000000)"
"Tim","animation/logo_8_animation_5.svg","Good","Timestamp(seconds=1616956077, nanoseconds=69000000)"
"Tim","animation/logo_81_animation_28.svg","Bad","Timestamp(seconds=1617000317, nanoseconds=568000000)"
"Michelle","animation/logo_29_animation_37.svg","Very Bad","Timestamp(seconds=1617008994, nanoseconds=415000000)"
"Jakob","animation/logo_11_animation_33.svg","Bad","Timestamp(seconds=1616962186, nanoseconds=626000000)"
"Tim","animation/logo_42_animation_31.svg","Very Bad","Timestamp(seconds=1616962561, nanoseconds=272000000)"
"Michelle","animation/logo_62_animation_10.svg","Very Bad","Timestamp(seconds=1617008973, nanoseconds=884000000)"
"Jakob","animation/logo_178_animation_15.svg","Okay","Timestamp(seconds=1617012662, nanoseconds=83000000)"
"Jakob","animation/logo_153_animation_49.svg","Bad","Timestamp(seconds=1617049558, nanoseconds=611000000)"
"Jakob","animation/logo_93_animation_40.svg","Very Bad","Timestamp(seconds=1616950032, nanoseconds=935000000)"
"Jonathan","animation/logo_139_animation_29.svg","Very Bad","Timestamp(seconds=1616961398, nanoseconds=723000000)"
"Sarah","animation/logo_14_animation_30.svg","Very Bad","Timestamp(seconds=1616954316, nanoseconds=536000000)"
"Jakob","animation/logo_165_animation_16.svg","Okay","Timestamp(seconds=1617013427, nanoseconds=53000000)"
"Jakob","animation/logo_84_animation_18.svg","Good","Timestamp(seconds=1616927151, nanoseconds=496000000)"
"Jakob","animation/logo_116_animation_20.svg","Good","Timestamp(seconds=1616949994, nanoseconds=878000000)"
"Jonathan","animation/logo_155_animation_27.svg","Very Bad","Timestamp(seconds=1617117476, nanoseconds=17000000)"
"Jakob","animation/logo_180_animation_38.svg","Very Bad","Timestamp(seconds=1617050298, nanoseconds=115000000)"
"Jakob","animation/logo_185_animation_10.svg","Bad","Timestamp(seconds=1617050005, nanoseconds=551000000)"
"Phillip","animation/logo_110_animation_39.svg","Bad","Timestamp(seconds=1616963622, nanoseconds=974000000)"
"Jakob","animation/logo_79_animation_16.svg","Very Bad","Timestamp(seconds=1616964945, nanoseconds=799000000)"
"Jonathan","animation/logo_38_animation_8.svg","Okay","Timestamp(seconds=1616965810, nanoseconds=2000000)"
"Phillip","animation/logo_114_animation_43.svg","Bad","Timestamp(seconds=1616963355, nanoseconds=811000000)"
"Tim","animation/logo_88_animation_37.svg","Very Bad","Timestamp(seconds=1617004112, nanoseconds=55000000)"
"Jakob","animation/logo_108_animation_35.svg","Bad","Timestamp(seconds=1616965198, nanoseconds=544000000)"
"Tim","animation/logo_36_animation_49.svg","Bad","Timestamp(seconds=1617003170, nanoseconds=391000000)"
"Kim","animation/logo_12_animation_37.svg","Okay","Timestamp(seconds=1616954281, nanoseconds=361000000)"
"Kim","animation/logo_117_animation_6.svg","Okay","Timestamp(seconds=1616957776, nanoseconds=440000000)"
"Tim","animation/logo_53_animation_35.svg","Very Bad","Timestamp(seconds=1616955168, nanoseconds=470000000)"
"Kim","animation/logo_34_animation_26.svg","Very Bad","Timestamp(seconds=1616955392, nanoseconds=22000000)"
"Sarah","animation/logo_80_animation_10.svg","Good","Timestamp(seconds=1616963130, nanoseconds=8000000)"
"Tim","animation/logo_89_animation_10.svg","Bad","Timestamp(seconds=1616962749, nanoseconds=285000000)"
"Niklas","animation/logo_118_animation_42.svg","Very Good","Timestamp(seconds=1616959100, nanoseconds=899000000)"
"Jonathan","animation/logo_47_animation_38.svg","Good","Timestamp(seconds=1616961936, nanoseconds=204000000)"
"Kim","animation/logo_59_animation_37.svg","Very Bad","Timestamp(seconds=1616954008, nanoseconds=742000000)"
"Phillip","animation/logo_17_animation_7.svg","Bad","Timestamp(seconds=1616958739, nanoseconds=693000000)"
"Jakob","animation/logo_42_animation_11.svg","Okay","Timestamp(seconds=1617003245, nanoseconds=468000000)"
"Tim","animation/logo_52_animation_42.svg","Very Bad","Timestamp(seconds=1616957417, nanoseconds=590000000)"
